"plan_id","name","edu_section_binary","edu_section_detail","edu_strategy","edu_what","edu_target_audience","edu_content_type","edu_topic","edu_staff_binary","edu_staff_detail","edu_funding_binary","edu_funding_detail","edu_outcome_binary","edu_outcome_detail","edu_indicator_binary","edu_indicator_detail","obs_id"
143,"California Coastal Marine Protected Area Network",1,"3.1 OUTREACH AND EDUCATION","Encourage community involvement","Community presentations and/or workshops","General public; Organizations as potential collaborators; Local residents; Visitors","Development; Implementation","Compliance",1,"California Department of Fish and Wildlife staff and Marine Life Protection Program staff",0,"Not specified",1,"It is expected that this approach will support the long-term positive effects of the MPA network, as over time there will be greater voluntary compliance with MPA take regulations.",0,"N/A","665"
143,"California Coastal Marine Protected Area Network",1,"3.1 OUTREACH AND EDUCATION","Provide targeted outreach","Community presentations and/or workshops","General public; Organizations as potential collaborators; Diverse audiences","Development; Implementation","Compliance",1,"California Department of Fish and Wildlife staff and Marine Life Protection Program staff",0,"Not specified",1,"It is expected that this approach will support the long-term positive effects of the MPA network, as over time there will be greater voluntary compliance with MPA take regulations.",0,"N/A","666"
143,"California Coastal Marine Protected Area Network",1,"3.1 OUTREACH AND EDUCATION","Focus interpretive outreach on the purpose of MPAs","Media marketing and science communication","General public; Organizations as potential collaborators; Local residents; Visitors","Development; Implementation","EE",1,"California Department of Fish and Wildlife staff and Marine Life Protection Program staff",0,"Not specified",1,"It is expected that this approach will support the long-term positive effects of the MPA network, as over time there will be greater voluntary compliance with MPA take regulations.",0,"N/A","667"
144,"Small North-East Islands",1,"5.9 Education and Interpretation","Develop educational material and appropriate interpretive signage to help people to understand the value of offshore island seabird breeding sites.","Improve visitor infrastructure","Visitors","Development","EE",1,"Island Care groups and Tourism Tasmania",0,"Not specified",1,"Increased awareness and understanding of the values of offshore islands and a number of groups helping with educational programs.",0,"N/A","668"
144,"Small North-East Islands",1,"5.9 Education and Interpretation","Develop and promote educational training programs for tourist operators and recreational club members to assist them to improve their local knowledge of the diversity and significance of seabirds and marine mammals.","Training in best practices for tourism operators","Local tourism operators; Visitors","Development; Implementation","EE",1,"Island Care groups and Tourism Tasmania",0,"Not specified",1,"Increased awareness and understanding of the values of offshore islands and a number of groups helping with educational programs.",0,"N/A","669"
144,"Small North-East Islands",1,"5.9 Education and Interpretation","Investigate the feasibility of Diamond Island as an island “ecomodel” to help educate and train those involved in the environmental tourist industry about the significance of Tasmania’s offshore seabird breeding islands.","Training in best practices for tourism operators","Local tourism operators; Visitors","Development; Implementation","EE",1,"Island Care groups and Tourism Tasmania",0,"Not specified",1,"Increased awareness and understanding of the values of offshore islands and a number of groups helping with educational programs.",0,"N/A","670"
145,"Parque Nacional Tortuguero",1,"5.1 Strengthen environmental education as a mechanism for the awareness of the inhabitants in the terrestrial and coastal environment of the PNT","Raise awareness of the population in the terrestrial and coastal environment of the PNT in relation to conservation of the environment and biodiversity.","Community presentations and/or workshops","Local residents; Organizations as potential collaborators; Government officials; Scientists","Development; Implementation","EE",1,"Citizen Management Program staff",0,"Not specified",1,"By the end of 2015, the PNT has elaborated SOP environmental education strategy.",0,"N/A","671"
146,"Parque Nacional Cahuita",1,"6.6 Environmental Education and Outreach Program","6.17 Dissemination of knowledge and environmental values of the National Park Cahuita and its area of buffer between stakeholders.","Community presentations and/or workshops","Local residents","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Identified and prioritized interest groups (community, business, organizational, others) to be served through environmental education, periodically updated.",0,"N/A","672"
146,"Parque Nacional Cahuita",1,"6.6 Environmental Education and Outreach Program","6.18 Articulation of the shares in the area of buffer with projects and initiatives taking place there.","Community presentations and/or workshops","Local residents","Development; Implementation","EE",0,"N/A",0,"Not specified",1,"Coordinate actions (Plans, Strategies, Programs, among others) between ACLAC Units (sub- regional offices and Programs) and local and regional actors.",0,"N/A","673"
146,"Parque Nacional Cahuita",1,"6.6 Environmental Education and Outreach Program","6.19 Promotion of integrated management of the Estrella River river basin, in the area of National park buffer.","Community presentations and/or workshops","Local residents","Development; Implementation","Other",0,"N/A",0,"Not specified",1,"Geographical areas prioritized according to the origin of the threats and actions defined for the promotion of payment for environmental services.",0,"N/A","674"
